graphname,clust_min,clust_max,clust_mean,clust_stdev,clust_const,deg_min,deg_max,deg_mean,deg_stdev,deg_const,percent_pos,weight_min,weight_max,weight_mean,weight_stdev,weight_const,chromatic,disconnected,assortativity,avg_neighbor_deg_min,avg_neighbor_deg_max,avg_neighbor_deg_mean,avg_neighbor_deg_stdev,avg_neighbor_deg_const,avg_deg_conn_min,avg_deg_conn_max,avg_deg_conn_mean,avg_deg_conn_stdev,avg_deg_conn_const,core_min,core_max,core_mean,core_stdev,core_const,mis,clust_log_kurtosis,deg_log_kurtosis,weight_log_kurtosis,avg_neighbor_deg_log_kurtosis,avg_deg_conn_log_kurtosis,core_log_kurtosis,clust_log_abs_skew,deg_log_abs_skew,weight_log_abs_skew,avg_neighbor_deg_log_abs_skew,avg_deg_conn_log_abs_skew,core_log_abs_skew,clust_skew_positive,deg_skew_positive,weight_skew_positive,avg_neighbor_deg_skew_positive,avg_deg_conn_skew_positive,core_skew_positive,log_n,log_m,log_norm_ev1,log_norm_ev2,log_ev_ratio,clust_time,degree_time,ppos_time,weight_time,ev_time,chromatic_time,disconnected_time,assortativity_time,avg_neighbor_deg_time,avg_deg_conn_time,core_time,mis_time
g000600.zip,0.219119,0.346939,0.274513,0.0306449,0,0.0400891,0.30735,0.165801,0.0472449,0,1,1,1,1,0,1,0.0577778,0,0.0206844,0.146003,0.194449,0.178879,0.00614061,0,0.146003,0.191302,0.178311,0.00543662,0,0.0400891,0.113586,0.109532,0.0106886,0,0.0822222,1.34044,1.38791,0,1.75286,2.80458,2.95516,0.158834,0.151931,0,0.466725,1.29776,1.54353,1,1,1,0,0,0,6.10925,9.72615,3.73648,-0.51149,4.24797,0.000287,9e-06,2.2e-05,0.000264,0.000779,0.000151,0.014431,0.00042,6.7e-05,0.000309,0.000188,3.7e-05
g000599.zip,0,0,0,0,1,0,0.00362319,9.3489e-05,0.000215445,0,0.865429,-1,1,0.730858,0.682529,0,0.000987817,1,-0.0584924,0.000329381,0.00362319,0.000607935,0.000545027,0,0.000395257,0.000878349,0.000545451,0.000132031,0,0,0.000658762,7.38585e-05,0.000138155,0,0.907474,0,3.86226,1.88503,2.77839,1.74513,1.38168,0,1.73668,1.14474,1.44036,0.947442,0.859707,1,1,0,1,1,1,8.01863,6.06611,5.47592,3.29759,2.17833,8.4e-05,3.7e-05,1e-06,7e-06,0.000435,0.000219,2e-06,2.2e-05,4.6e-05,2.5e-05,8.3e-05,0.000245
g000598.zip,0,1,0.540266,0.411054,0,0,0.105528,0.00537506,0.00667558,0,0.82522,-0.279764,1,0.270462,0.276765,0,0.00627353,1,-0.0653641,0.00251256,0.105528,0.0148997,0.0122618,0,0.00704415,0.0169474,0.0122993,0.00249666,0,0,0.00376884,0.0030548,0.000873742,0,0.521957,0.868278,4.45884,1.19286,2.5353,1.23809,1.53331,0.0865595,2.12929,0.309331,1.25929,0.260916,0.713729,0,1,1,1,0,0,6.68085,7.44132,5.864,3.39403,2.46997,4.3e-05,1.8e-05,2e-06,2.6e-05,0.00019,9.1e-05,4.9e-05,3.6e-05,2.4e-05,3.9e-05,5.7e-05,6e-05
g000597.zip,0,0,0,0,1,0.00040016,0.00480192,0.0010004,0.000629105,0,1,0.1,1,0.556352,0.281758,0,0.0016,0,-0.00164896,0.000533547,0.00480192,0.00143867,0.000524153,0,0.00131988,0.00209175,0.00152559,0.000232554,0,0.00040016,0.00080032,0.000645858,0.00019481,0,0.5436,0,1.99413,1.03544,2.07126,1.46248,0.797209,0,0.938028,0.0243185,0.885233,0.758533,0.384129,1,1,0,1,1,0,7.82405,8.04719,6.50372,3.15434,3.34938,8.5e-05,4.8e-05,4e-06,4.2e-05,0.000479,0.000264,0.000101,8.2e-05,0.000107,7.2e-05,0.00013,0.000213
g000596.zip,0,0.0444444,0.0179711,0.0117191,0,0.00625978,0.0391236,0.020222,0.00547455,0,1,0.267101,1,0.374129,0.122299,0,0.0125,0,-0.00330996,0.0165189,0.0285603,0.0217105,0.00150388,0,0.0203443,0.023409,0.0217963,0.000673803,0,0.00625978,0.0140845,0.0136419,0.00112342,0,0.2375,1.27207,1.38477,2.01417,1.57262,1.48473,2.85556,0.0500772,0.249092,1.14005,0.250259,0.163238,1.4639,1,1,1,1,1,0,6.46147,8.32724,8.6854,5.14405,3.54134,4.5e-05,1.3e-05,5e-06,6.5e-05,0.000233,9.5e-05,0.000164,9.8e-05,2.9e-05,8.1e-05,6.9e-05,5.9e-05
g000595.zip,0.195773,0.208116,0.202356,0.00323447,0,0.158059,0.248826,0.2,0.0157958,0,1,0.252396,1,0.34286,0.0890449,0,0.05625,0,-0.00586765,0.197429,0.204856,0.201255,0.00128132,0,0.199136,0.202881,0.201193,0.000636291,0,0.158059,0.167449,0.167324,0.000868104,0,0.034375,1.23116,1.35794,2.61729,1.39136,1.76819,4.48447,0.214007,0.126103,1.43602,0.111787,0.547089,2.28448,0,1,1,0,0,0,6.46147,10.6188,8.5779,3.83682,4.74108,0.000599,1.6e-05,5.3e-05,0.000852,0.009987,0.000304,0.016674,0.000847,0.000151,0.000742,0.000253,5.4e-05
g000594.zip,1,1,1,0,1,1,1,1,0,1,0.191486,-0.993924,1,-3.14246e-05,0.0322727,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0.004,0,0,5.90258,0,0,0,0,0,0.417392,0,0,0,1,1,0,1,1,1,5.52146,10.3458,9.43469,7.5723,1.8624,8e-06,8e-06,5.6e-05,0.000546,0.001665,0,0,1e-06,2e-06,1e-06,1e-06,0
g000593.zip,0.675076,0.678008,0.676623,0.000707797,0,0.6778,0.6778,0.6778,0,1,1,0.0173524,1,0.027618,0.0185036,0,0.207843,0,0,0.6778,0.6778,0.6778,0,1,0.6778,0.6778,0.6778,0,1,0.6778,0.6778,0.6778,0,1,0.0137255,1.27242,0,5.75104,0,0,0,0.0666274,0,2.50902,0,0,0,1,1,1,1,1,1,6.23441,11.3848,4.2304,-0.940666,5.17107,0.01173,1e-05,0.000157,0.001772,0.003848,0.000567,0.099263,0.001954,0.0003,0.00973,0.000375,2.3e-05
g000592.zip,0.224417,0.430596,0.321337,0.0577085,0,0.0960961,0.654655,0.174593,0.104839,0,1,2.83046e-07,1,0.0919694,0.0916374,0,0.04,0,-0.163221,0.190683,0.317901,0.250242,0.0295479,0,0.19123,0.290851,0.227522,0.0247561,0,0.0960961,0.0990991,0.099016,0.000344017,0,0.085,1.18134,2.2238,2.26011,1.14793,1.19427,3.34238,0.118901,1.18078,1.08268,0.0623615,0.458155,1.7415,1,1,1,1,1,0,6.90776,11.3761,0.733934,-3.5374,4.27133,0.00149,2.1e-05,0.000156,0.001761,0.01626,0.000675,0.081983,0.00206,0.000309,0.001583,0.000806,8.3e-05
g000591.zip,0,0,0,0,1,0.00444939,0.00444939,0.00444939,0,1,1,0.0126582,1,0.511892,0.289244,0,0.00222222,0,0,0.00444939,0.00444939,0.00444939,0,1,0.00444939,0.00444939,0.00444939,0,1,0.00444939,0.00444939,0.00444939,0,1,0.5,0,0,1.0267,0,0,0,0,0,0.00612031,0,0,0,1,1,0,1,1,1,6.80239,7.49554,7.79896,4.53656,3.2624,3.6e-05,1.6e-05,2e-06,3.5e-05,0.000186,4.2e-05,2.3e-05,3.7e-05,2.3e-05,4e-05,3.1e-05,3.4e-05
g000590.zip,0.021978,0.111111,0.055718,0.0191504,0,0.0186916,0.088785,0.0499749,0.0140559,0,1,0.139494,1,0.483564,0.116811,0,0.02331,0,-0.0190983,0.0468263,0.0621755,0.0540097,0.00292564,0,0.0501107,0.0575262,0.0539863,0.00126605,0,0.0186916,0.0350467,0.0336253,0.00306906,0,0.179487,1.70132,1.28576,1.46117,1.28647,1.83306,2.45663,0.669031,0.12227,0.377408,0.0463951,0.267889,1.31447,1,1,1,1,0,0,6.06146,8.4312,8.00588,4.15126,3.85462,4.9e-05,9e-06,6e-06,9.2e-05,0.00023,7.5e-05,0.000224,9.6e-05,2.7e-05,9.2e-05,6.2e-05,3.4e-05
g000589.zip,0.0501253,0.0782241,0.062934,0.00689069,0,0.0375469,0.0876095,0.06,0.00832021,0,0.495828,-1,1,-0.00834376,0.999965,0,0.0225,0,-0.0120831,0.0571705,0.0650529,0.0611685,0.00118426,0,0.0599857,0.0639913,0.0612929,0.00073311,0,0.0375469,0.0463079,0.046081,0.000896769,0,0.09375,1.29838,1.39449,0.693286,1.39153,2.08982,3.71732,0.167416,0.155483,0.0165504,0.0374038,1.00073,1.88237,1,1,1,1,1,0,6.68461,9.86141,2.08628,-0.52332,2.6096,0.000141,1.8e-05,2.9e-05,0.000339,0.001004,0.000208,0.001849,0.000397,8e-05,0.008476,0.000172,6.6e-05
g000588.zip,1,1,1,0,1,1,1,1,0,1,1,0.26045,1,0.480414,0.195907,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0.0125,0,0,1.29273,0,0,0,0,0,0.581385,0,0,0,1,1,1,1,1,1,4.38203,8.05833,7.8074,3.63128,4.17612,7e-06,4e-06,4e-06,6.3e-05,0.000113,0,0,1e-06,1e-06,1e-06,0,1e-06
g000587.zip,0.777491,0.788607,0.783646,0.00261924,0,0.672269,0.882353,0.784314,0.0369705,0,0.498929,-1,1,0.0021,0.59181,0,0.333333,0,-0.015512,0.781422,0.791536,0.786084,0.00186017,0,0.783033,0.791071,0.786117,0.00164605,0,0.672269,0.697479,0.697269,0.00229175,0,0.0333333,1.44017,1.4403,1.0147,1.41139,1.76409,4.77919,0.258102,0.122624,0.00693222,0.303196,0.719649,2.46954,0,0,1,1,1,0,4.78749,8.63052,4.14821,2.56366,1.58455,0.000213,4e-06,7e-06,0.000118,0.000328,5.1e-05,0.000815,0.000102,2.5e-05,0.000104,3.5e-05,1e-05
g000586.zip,0.131162,0.680401,0.443809,0.159759,0,0.00315126,0.250525,0.133199,0.0821554,0,1,2.59189e-08,1,0.0720881,0.0720133,0,0.047519,0,0.242178,0.00966715,0.234772,0.171065,0.0577418,0,0.010734,0.232602,0.16242,0.0613208,0,0.00315126,0.168067,0.105508,0.0579242,0,0.127855,1.192,0.888497,2.2961,1.52628,1.3959,0.929452,0.00776927,0.0759649,1.09597,0.770633,0.699376,0.265368,0,0,1,0,0,0,8.24512,13.7809,1.41269,-2.87664,4.28933,0.033896,9e-05,0.001584,0.032273,0.095211,0.014918,2.21376,0.033113,0.00331,0.041815,0.005929,0.000524
g000585.zip,0.5,0.833333,0.621306,0.1043,0,0.1,0.433333,0.258065,0.107085,0,1,0.015313,1,0.191764,0.139635,0,0.225806,0,0.489195,0.138889,0.362963,0.279715,0.0722623,0,0.207407,0.35,0.285278,0.0570314,0,0.1,0.2,0.16129,0.0448788,0,0.290323,1.25184,0.972234,2.69631,1.10878,0.813006,0.847104,0.576876,0.0458525,1.35969,0.492914,0.298264,0.349759,1,1,1,0,0,0,3.43399,4.78749,11.7833,10.1966,1.58674,1.6e-05,2e-06,0,8e-06,1.3e-05,6e-06,6e-06,6e-06,4e-06,5e-06,5e-06,3e-06
g000584.zip,0.094246,0.135889,0.111521,0.0112137,0,0.0741483,0.132265,0.1002,0.00926363,0,1,0.0131232,1,0.384254,0.223702,0,0.038,0,-0.0124654,0.0970921,0.105104,0.101067,0.00131876,0,0.0996588,0.104367,0.101032,0.000843852,0,0.0741483,0.0821643,0.0821122,0.000527644,0,0.08,1.24707,1.44706,1.21221,1.38833,2.30561,5.01554,0.434721,0.278644,0.419241,0.0509375,1.01692,2.53736,1,1,1,1,1,0,6.21461,9.43348,7.39426,3.23468,4.15958,0.000131,9e-06,1.7e-05,0.000244,0.000537,0.00013,0.001133,0.000259,5.3e-05,0.000248,0.000102,4.2e-05
g000583.zip,0.339318,0.344346,0.341773,0.00135759,0,0.312383,0.346349,0.330035,0.0055759,0,1,0.0726581,1,0.559737,0.130855,0,0.0657754,0,0.999499,0.329691,0.33067,0.330129,0.000132128,0,0.329966,0.330233,0.330128,4.342e-05,0,0.312383,0.314255,0.314251,6.76237e-05,0,0.00508021,1.25811,1.35261,1.30128,1.39991,1.9016,6.1278,0.122929,0.0399278,0.0614122,0.0540434,0.568799,3.05061,1,0,0,1,0,0,8.22684,14.6517,4.1616,-1.32387,5.48548,0.14957,9e-05,0.003709,0.08239,0.218562,0.020942,10.1383,0.113993,0.015987,0.082235,0.017713,0.000372
g000582.zip,1,1,1,0,1,1,1,1,0,1,1,0.263492,1,0.474584,0.193923,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0.0125,0,0,1.29128,0,0,0,0,0,0.580942,0,0,0,1,1,1,1,1,1,4.38203,8.05833,7.80811,3.63911,4.169,6e-06,3e-06,4e-06,6.2e-05,0.000123,0,0,1e-06,2e-06,1e-06,0,1e-06
g000581.zip,0.0222222,0.155556,0.0943079,0.0327068,0,0.030303,0.171717,0.1,0.0309197,0,0.486869,-1,1,0.00666667,0.608207,0,0.06,0,-0.0111234,0.0909091,0.127946,0.10977,0.00818877,0,0.106873,0.121212,0.110896,0.00352688,0,0.030303,0.0707071,0.0670707,0.00776136,0,0.28,1.37129,1.26264,1.02193,1.1422,1.87967,2.39407,0.243975,0.118612,0.0405374,0.0507546,0.974104,1.27862,0,1,0,0,1,0,4.60517,6.20456,3.57301,2.17377,1.39923,2.1e-05,5e-06,1e-06,8e-06,4e-05,1.6e-05,1.9e-05,1.3e-05,7e-06,1.2e-05,1.3e-05,8e-06
g000580.zip,0.294697,0.296946,0.295681,0.000507175,0,0.275632,0.317443,0.295606,0.00571078,0,0.499636,-1,1,-0.000442142,0.577043,0,0.0569755,0,0.999566,0.295209,0.296246,0.295716,0.00014123,0,0.295478,0.296025,0.295715,6.75231e-05,0,0.275632,0.279893,0.279888,0.000108414,0,0.00532481,1.50196,1.39165,1.03,1.41102,2.16163,7.04352,0.357409,0.0589982,0.00100657,0.0279503,0.0862233,3.48416,1,1,1,1,1,0,8.23111,14.5501,3.06166,-0.319234,3.3809,0.113407,6.9e-05,0.011356,0.063899,0.202801,0.028086,8.13128,0.066684,0.015253,0.07826,0.017336,0.000374
g000579.zip,1,1,1,0,1,1,1,1,0,1,1,0.240506,1,0.38211,0.138566,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0.003125,0,0,1.8186,0,0,0,0,0,1.01642,0,0,0,1,1,1,1,1,1,5.76832,10.8404,8.34319,3.03235,5.31084,6e-06,7e-06,6.6e-05,0.001005,0.001594,0,1e-06,1e-06,1e-06,1e-06,0,0
g000578.zip,1,1,1,0,1,1,1,1,0,1,1,0.1,1,0.318793,0.330659,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0.0103093,0,0,1.37962,0,0,0,0,0,0.857363,0,0,0,1,1,1,1,1,1,4.57471,8.44591,4.15037,-0.65549,4.80586,7e-06,4e-06,6e-06,8.9e-05,0.000232,0,0,1e-06,2e-06,0,0,1e-06
g000577.zip,0,0.908832,0.707615,0.304795,0,0,0.816038,0.0964262,0.151597,0,1,1,1,1,0,1,0.0705882,1,-0.592244,0.0815179,0.746462,0.502614,0.190874,0,0.0894545,0.746462,0.308949,0.192825,0,0,0.0731132,0.0537958,0.0232888,0,0.56,1.50185,2.85213,0,1.24815,1.17844,1.66069,0.878008,1.55725,0,0.648205,0.524586,0.974205,0,1,1,0,1,0,6.05209,9.0697,4.30096,1.55852,2.74245,0.000241,8e-06,1.2e-05,0.000131,0.000479,0.000144,0.001074,0.00018,4.2e-05,0.000163,7.5e-05,4e-05
g000576.zip,0,0,0,0,1,0.0384615,0.0769231,0.0580552,0.0108853,0,1,0.0105263,1,0.333158,0.246989,0,0.0754717,0,0.232323,0.0448718,0.0721154,0.0596577,0.00597716,0,0.0564904,0.0646368,0.0600813,0.00339495,0,0.0384615,0.0384615,0.0384615,0,1,0.415094,0,1.41522,1.35886,1.37325,0.916291,0,0,0.00399202,0.5645,0.0563522,0.338769,0,1,1,1,0,1,1,3.97029,4.38203,6.76092,5.39893,1.36199,1.2e-05,7e-06,0,4e-06,1.5e-05,7e-06,4e-06,6e-06,4e-06,4e-06,6e-06,4e-06
g000575.zip,0,0.166667,0.00963719,0.0359251,0,0.00156495,0.0172144,0.00625978,0.00301658,0,1,0.268371,1,0.48132,0.196886,0,0.00625,0,0.0102684,0.00312989,0.0131455,0.00776287,0.00160883,0,0.00730742,0.00896287,0.00801439,0.000504503,0,0.00156495,0.00469484,0.00404441,0.000945149,0,0.446875,2.91237,1.45397,1.29166,1.43079,1.11301,1.45589,1.60493,0.54456,0.57457,0.330792,0.357201,0.768229,1,1,1,1,1,0,6.46147,7.15462,9.04762,6.13086,2.91677,3.4e-05,1.4e-05,2e-06,2.1e-05,0.000139,7e-05,4e-05,2.8e-05,2e-05,3e-05,4.1e-05,4.9e-05
g000574.zip,0.153968,0.216524,0.196814,0.0152138,0,0.132075,0.27673,0.2,0.0290672,0,1,0.27541,1,0.374955,0.120787,0,0.08125,0,-0.0138931,0.189844,0.216656,0.204284,0.00448308,0,0.202015,0.207589,0.20432,0.00159315,0,0.132075,0.150943,0.150747,0.00163732,0,0.1125,1.64313,1.27602,1.99182,1.50879,1.17385,4.69219,0.685749,0.205519,1.1402,0.138279,0.342034,2.38977,0,1,1,0,1,0,5.07517,7.84149,7.91826,4.64123,3.27703,5.6e-05,5e-06,3e-06,4.8e-05,0.000126,3.5e-05,0.000151,4.6e-05,1.4e-05,4.9e-05,2.9e-05,1.3e-05
g000573.zip,0.456752,0.469689,0.46302,0.00369113,0,0.412979,0.49115,0.448378,0.0129269,0,1,0.0376029,1,0.522953,0.15818,0,0.123711,0,-0.00511735,0.447099,0.45085,0.448752,0.000561296,0,0.44782,0.449267,0.448773,0.000267802,0,0.412979,0.414454,0.414452,5.65608e-05,0,0.0147275,1.08347,1.39833,1.26202,1.39109,1.81553,6.51915,0.0827609,0.00166551,0.00622019,0.0230183,0.548452,3.29584,1,0,1,1,0,0,6.52062,11.5445,3.22138,-1.3266,4.54798,0.002842,1.7e-05,0.000172,0.014119,0.004499,0.000658,0.100979,0.002115,0.000351,0.001881,0.000411,5.8e-05
g000572.zip,1,1,1,0,1,1,1,1,0,1,0.457035,-1,0.823987,0.000358826,0.0321182,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0.005,0,0,5.70974,0,0,0,0,0,1.46767,0,0,0,1,1,1,1,1,1,5.29832,9.89848,9.66633,7.96294,1.70339,7e-06,6e-06,2.6e-05,0.000398,0.001111,1e-06,0,2e-06,1e-06,1e-06,1e-06,0
g000571.zip,0.270189,0.283214,0.277631,0.00304993,0,0.229567,0.305288,0.271635,0.010917,0,0.543594,-0.932432,1,0.0263612,0.233045,0,0.0720288,0,0.00423385,0.270526,0.274176,0.272072,0.000605226,0,0.271268,0.273091,0.272084,0.000299314,0,0.229567,0.246394,0.246319,0.000831585,0,0.0216086,1.4433,1.42259,1.38253,1.40964,1.88271,5.48383,0.43283,0.023512,0.00185632,0.148338,0.398859,2.72451,0,0,1,1,1,0,6.72503,11.4524,5.66059,2.4137,3.24688,0.001683,2.5e-05,0.000155,0.001826,0.012788,0.000604,0.065885,0.002199,0.000328,0.009827,0.000511,7.2e-05
g000570.zip,0.529412,0.529412,0.529412,0,1,0.529412,0.529412,0.529412,0,1,1,1,1,1,0,1,0.342857,0,0,0.529412,0.529412,0.529412,0,1,0.529412,0.529412,0.529412,0,1,0.529412,0.529412,0.529412,0,1,0.114286,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3.55535,5.75257,2.28566,-1.09861,3.38427,2e-05,2e-06,0,6e-06,1.3e-05,8e-06,1.2e-05,1.1e-05,4e-06,8e-06,4e-06,2e-06
g000569.zip,0.5221,0.962039,0.771418,0.18842,0,0.151883,0.998086,0.487676,0.258965,0,1,2.59189e-08,1,0.0721117,0.0720498,0,0.314413,0,-0.484745,0.487119,0.8972,0.695477,0.134879,0,0.487119,0.8972,0.610027,0.126046,0,0.151883,0.318443,0.294791,0.0254642,0,0.577168,0.737877,0.994254,2.2914,0.811737,1.21769,2.09984,0.0723356,0.468297,1.09465,0.30887,0.714324,0.935254,0,1,1,0,1,0,7.35756,13.3032,0.0959978,-4.16271,4.2587,0.053485,3.1e-05,0.000964,0.023434,0.040944,0.017141,1.42096,0.029074,0.002034,0.018951,0.013094,0.000991
g000568.zip,0.410256,0.563636,0.491274,0.0399936,0,0.310345,0.655172,0.485057,0.0853676,0,0.492891,-1,1,0.0263033,0.576415,0,0.3,0,-0.0315016,0.477454,0.527851,0.500439,0.0134043,0,0.488506,0.520376,0.500129,0.00858793,0,0.310345,0.344828,0.343678,0.00618984,0,0.2,1.36186,1.29173,1.04069,1.17924,1.47449,3.36848,0.34776,0.10267,0.040556,0.180309,0.595352,1.82446,0,1,1,0,1,0,3.4012,5.35186,5.23252,3.94979,1.28272,1.9e-05,2e-06,0,5e-06,1.9e-05,7e-06,1e-05,8e-06,4e-06,6e-06,6e-06,2e-06
g000567.zip,0.206186,0.219231,0.212062,0.00390203,0,0.162427,0.266145,0.214721,0.0172318,0,1,0.0412884,1,0.575827,0.176552,0,0.0625,0,-0.00103302,0.211849,0.220463,0.216106,0.00144708,0,0.214533,0.219309,0.216143,0.000773483,0,0.162427,0.180039,0.179852,0.00126609,0,0.0429688,1.13598,1.33419,1.23645,1.39863,2.13465,4.57114,0.244615,0.0123633,0.15996,0.134719,0.763857,2.28889,1,0,0,0,1,0,6.23832,10.2431,3.21186,-1.6695,4.88136,0.000426,1.2e-05,3.6e-05,0.000527,0.001223,0.00021,0.013205,0.00051,0.000103,0.000515,0.000175,4.3e-05
g000566.zip,0.155789,0.160357,0.158105,0.00118018,0,0.132631,0.182413,0.157986,0.00686625,0,0.536811,-1,0.974984,0.0188715,0.202342,0,0.0334181,0,-0.00129675,0.157261,0.15934,0.158284,0.000303003,0,0.15779,0.158899,0.15828,0.000127317,0,0.132631,0.141715,0.141685,0.000344661,0,0.0141664,1.26856,1.419,1.38767,1.38938,2.28112,5.66093,0.15092,0.0902701,0.00164208,0.00354737,0.451202,2.79164,0,1,1,0,1,0,7.92045,13.3021,5.72362,1.73885,3.98477,0.019865,6.2e-05,0.000962,0.02785,0.05693,0.003763,0.869801,0.020596,0.010256,0.018939,0.003382,0.000268
g000565.zip,0.181513,0.219758,0.198909,0.00908804,0,0.138365,0.295597,0.2,0.0288881,0,1,0.26936,1,0.365882,0.0992166,0,0.08125,0,-0.0522955,0.189764,0.2247,0.204407,0.00530943,0,0.197113,0.2247,0.205011,0.00511455,0,0.138365,0.150943,0.150747,0.00130074,0,0.1125,1.38729,1.42823,2.38813,1.69612,2.40066,4.11655,0.24566,0.359097,1.3462,0.318619,1.18947,2.11805,1,1,1,1,1,0,5.07517,7.84149,7.86388,4.50092,3.36296,5.7e-05,6e-06,3e-06,4.8e-05,0.000123,3.5e-05,0.000149,4.7e-05,1.4e-05,5e-05,2.9e-05,1.3e-05
g000564.zip,0,0.333333,0.0277778,0.0921285,0,0.000362188,0.00144875,0.00106139,0.000265721,0,1,0.000349803,1,0.205249,0.169956,0,0.00144823,0,0.19541,0.000482917,0.00144875,0.0011161,0.000167016,0,0.00103065,0.00119468,0.00109582,6.64359e-05,0,0.000362188,0.000724375,0.00069369,0.000100857,0,0.426503,2.40613,1.56564,1.5501,1.58683,0.950355,2.38839,1.39007,0.53684,0.716315,0.52726,0.369796,1.38194,1,0,1,0,1,0,7.92371,8.30573,16.5338,13.2574,3.2764,9.7e-05,5.1e-05,5e-06,5.1e-05,0.000542,0.008394,0.000113,9e-05,7e-05,9e-05,0.000162,0.000189
g000563.zip,0,1,0.047619,0.212959,0,0.001001,0.01001,0.0025025,0.00158462,0,1,0.1,1,0.53016,0.283511,0,0.004,0,-0.0259196,0.00133467,0.01001,0.00361652,0.00136757,0,0.00316061,0.00442943,0.00362448,0.000364541,0,0.001001,0.002002,0.00160761,0.000489124,0,0.547,2.99823,1.9614,1.03468,1.81005,1.35988,0.783096,1.65795,0.94505,0.0728928,0.766828,0.60511,0.360371,1,1,1,1,1,0,6.90776,7.1309,5.97894,2.97787,3.00107,4.3e-05,2e-05,2e-06,2e-05,0.000181,9.9e-05,3.8e-05,2.9e-05,2.6e-05,3.1e-05,5.1e-05,7.2e-05
g000562.zip,0.843552,0.844531,0.844008,0.000304931,0,0.802128,0.87766,0.844091,0.0121697,0,1,0.0344831,1,0.517403,0.27865,0,0.272051,0,-0.00259781,0.843732,0.844944,0.844267,0.000170482,0,0.843888,0.844559,0.84427,9.7736e-05,0,0.802128,0.809574,0.809553,0.000340881,0,0.0053135,1.02143,1.34857,1.02972,1.43136,2.00808,5.75613,0.175295,0.154098,0.00121423,0.0209374,0.433287,2.89546,1,0,0,1,0,0,6.84694,12.8302,7.89073,1.37247,6.51826,0.042462,2.2e-05,0.000628,0.015108,0.032643,0.00243,0.896653,0.007193,0.009385,0.006745,0.013868,8.6e-05
g000561.zip,0.905356,0.906495,0.905938,0.000261107,0,0.870629,0.935897,0.905981,0.0100775,0,1,2.59189e-08,1,0.0722111,0.0721114,0,0.32596,0,-0.00344269,0.905712,0.906498,0.906094,0.000116357,0,0.905803,0.906334,0.906095,8.62707e-05,0,0.870629,0.876457,0.876434,0.000329518,0,0.00465658,1.36407,1.39545,2.29934,1.46439,1.77812,5.60356,0.0429293,0.133175,1.09686,0.080106,0.294053,2.84018,0,0,1,1,0,0,6.75577,12.7185,0.427114,-5.58087,6.00798,0.037434,1.9e-05,0.000572,0.014587,0.030848,0.002249,0.78748,0.015064,0.001136,0.01416,0.00142,7.4e-05
g000560.zip,0.841711,0.842664,0.842161,0.000300622,0,0.794538,0.884265,0.84219,0.0133697,0,0.958443,-0.220435,1,0.507772,0.262925,0,0.275325,0,-0.00187249,0.841706,0.843096,0.842403,0.000216182,0,0.842144,0.842781,0.842405,0.000107163,0,0.794538,0.802341,0.802317,0.000385717,0,0.00649351,1.01749,1.4497,1.22406,1.40011,1.90876,5.70433,0.262495,0.0983911,0.384713,0.103596,0.641882,2.88676,1,0,0,1,1,0,6.64639,12.4266,6.59752,0.278313,6.3192,0.020049,1.7e-05,0.000419,0.012298,0.023093,0.009805,0.482131,0.01282,0.000845,0.004505,0.001151,6.9e-05
g000559.zip,0.205702,0.209491,0.207636,0.00101023,0,0.181159,0.236079,0.207759,0.0078447,0,1,0.0116283,1,0.50568,0.285428,0,0.0438429,0,0.000256782,0.206897,0.209079,0.208055,0.00029623,0,0.207675,0.208593,0.208056,0.000126819,0,0.181159,0.188787,0.188769,0.000253382,0,0.0106748,1.08319,1.3473,1.02935,1.39479,2.08594,6.13739,0.0458098,0.0205753,0.000423224,0.0152408,0.470565,3.01746,0,1,0,0,1,0,7.87207,13.4792,8.38296,1.99665,6.38631,0.028317,6.6e-05,0.001174,0.028762,0.064358,0.004403,1.28739,0.030982,0.002509,0.029145,0.003725,0.000249
g000558.zip,0.244666,0.357983,0.295258,0.0248483,0,0.194631,0.395973,0.290828,0.0382151,0,0.503385,-1,1,0.00420308,0.591855,0,0.106667,0,-0.0282523,0.282774,0.309684,0.295999,0.00512395,0,0.28943,0.308725,0.296072,0.00405219,0,0.194631,0.228188,0.227785,0.00302436,0,0.0866667,1.56144,1.32875,1.01556,1.35247,1.87824,4.6034,0.431597,0.164612,0.00270179,0.0838607,0.919383,2.34501,1,1,0,1,1,0,5.01064,8.08641,4.66591,3.02317,1.64274,8e-05,6e-06,4e-06,6.1e-05,0.000181,3.7e-05,0.000246,5.9e-05,1.6e-05,6.3e-05,3.3e-05,1.1e-05
